session_id,run_id,platform,device_model,os_version,build_type,app_version,scenario,metric,iteration,value,unit,server_ms,recorded_at_ms,recorded_at_utc
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,1,663.106,ms,16.202,1788852783823,2026-09-08T07:33:03.823Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,2,576.653,ms,10.435,1788852795558,2026-09-08T07:33:15.558Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,3,576.219,ms,7.029,1788852803744,2026-09-08T07:33:23.744Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,4,606.008,ms,12.096,1788852811819,2026-09-08T07:33:31.819Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,5,631.617,ms,11.42,1788852820921,2026-09-08T07:33:40.921Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,6,561.315,ms,9.47,1788852831548,2026-09-08T07:33:51.548Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,7,662.805,ms,6.104,1788852839590,2026-09-08T07:33:59.590Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,8,564.054,ms,6.35,1788852847912,2026-09-08T07:34:07.912Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,9,581.662,ms,8.838,1788852856186,2026-09-08T07:34:16.186Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,10,552.83,ms,6.128,1788852864509,2026-09-08T07:34:24.509Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,11,559.161,ms,10.451,1788852873790,2026-09-08T07:34:33.790Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,12,553.736,ms,10.554,1788852882093,2026-09-08T07:34:42.093Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,13,626.645,ms,11.726,1788852891970,2026-09-08T07:34:51.970Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,14,592.805,ms,21.258,1788852900892,2026-09-08T07:35:00.892Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,15,628.29,ms,10.72,1788852909391,2026-09-08T07:35:09.391Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,16,559.547,ms,11.493,1788852918023,2026-09-08T07:35:18.023Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,17,567.806,ms,8.685,1788852926410,2026-09-08T07:35:26.410Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,18,644.994,ms,9.203,1788852934731,2026-09-08T07:35:34.731Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,19,588.878,ms,14.406,1788852943717,2026-09-08T07:35:43.717Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,20,671.163,ms,9.344,1788852952272,2026-09-08T07:35:52.272Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,21,535.271,ms,8.549,1788852960508,2026-09-08T07:36:00.508Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,22,650.069,ms,8.818,1788852969030,2026-09-08T07:36:09.030Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,23,710.785,ms,7.282,1788852977984,2026-09-08T07:36:17.984Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,24,576.569,ms,14.289,1788852986617,2026-09-08T07:36:26.617Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,25,553.6,ms,5.464,1788852996081,2026-09-08T07:36:36.081Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,26,596.965,ms,11.908,1788853004350,2026-09-08T07:36:44.350Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,27,592.555,ms,10.415,1788853012275,2026-09-08T07:36:52.275Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,28,578.599,ms,7.981,1788853020251,2026-09-08T07:37:00.251Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,29,552.969,ms,5.113,1788853028177,2026-09-08T07:37:08.177Z
ses_03,ses_03_S1,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S1,STARTUP_MS,30,567.64,ms,10.049,1788853036372,2026-09-08T07:37:16.372Z
ses_03,ses_03_S2,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S2,STARTUP_MS,1,669.022,ms,25.385,1788854365570,2026-09-08T07:59:25.570Z
ses_03,ses_03_S2,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S2,UI_RESPONSE_MS,1,98.222,ms,9.583,1788854369288,2026-09-08T07:59:29.288Z
ses_03,ses_03_S2,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S2,UI_RESPONSE_MS,2,115.685,ms,14.707,1788854378399,2026-09-08T07:59:38.399Z
ses_03,ses_03_S2,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S2,UI_RESPONSE_MS,3,103.219,ms,14.727,1788854385831,2026-09-08T07:59:45.831Z
ses_03,ses_03_S2,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S2,UI_RESPONSE_MS,4,114.097,ms,4.405,1788854392905,2026-09-08T07:59:52.905Z
ses_03,ses_03_S2,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S2,UI_RESPONSE_MS,5,116.478,ms,7.271,1788854400084,2026-09-08T08:00:00.084Z
ses_03,ses_03_S2,REACT_NATIVE,2409BRN2CY,android 16,RELEASE,1.0.0,S2,UI_RESPONSE_MS,6,115.268,ms,9.001,1788854408478,2026-09-08T08:00:08.478Z
